Tên,Giá máy mới,Giá máy cũ,CPU,RAM,Tốc độ CPU,Tốc độ tối đa,Loại RAM,Tốc độ Bus RAM,Số nhân,Số luồng,Kích thước màn hình,Ổ cứng,Công nghệ màn hình,Độ phân giải,Công nghệ âm thanh,Card đồ họa,Cổng giao tiếp,WiFi,Bluetooth,Camera,Hệ điều hành,Kích thước,Trọng lượng,Thông tin Pin,Khe đọc thẻ nhớ,Nhà bán,Là máy cũ
"Bộ dán JCPAL 5 in 1 cho New Macbook Pro 13"" năm (2020-2021), Macbook Pro M1 ( model A2251 ,A2289 , A2338))",550000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop LG Gram 2021 14ZD90P-G.AX56A5 (Core i5-1135G7/ 16GB LPDDR4X/ 512GB SSD NVMe/ 14 WUXGA IPS/ NonOS) - Hàng Chính Hãng,37900000,0,"Intel 11th Generation i5 (Quad Core) i5-1135G7 (2.4 GHz, Turbo up to 4.2 GHz, L3 Cache 8MB, 28 W)",16GB LPDDR4X (Dual Channel),,,,,,,14,512GB SSD,IPS,,HD Audio with DTS X Ultra,Intel Iris Xe Graphics,"HP-Out(4Pole Headset, US type), USB 3.2 Gen2x1 (x2), HDMI,  USB 4 Gen3x2 Type C (x2, with Power Delivery, Display Port, Thunderbolt 4)","Intel Wireless-AX201 (802.11ax, 2x2, Dual Band)",,v5.1,,313.4 x 215.2 x 16.8 mm,0.999,72 Wh Li-Ion,,Tiki,0
Laptop Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.) - Hàng chính hãng,28990000,0, Intel Core i7 Tiger Lake - 11800H, 8 GB,2.3,4.6, DDR4 2 khe (1 khe 8GB + 1 khe rời),,,,,"SSD 512 GB NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)  Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)  Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",Tấm nền IPS  LED Backlit  Acer ComfyView,,"Acer TrueHarmony, DTS X:Ultra Audio", Card rời - NVIDIA GeForce RTX3050Ti,Jack tai nghe 3.5 mm  3 x USB 3.2  HDMI  LAN (RJ45)  USB Type-C, Wi-Fi 6 (802.11ax),Bluetooth 5.1, HD webcam,Windows 10 Home SL,,2.2,"4-cell Li-ion, 57 Wh",,Tiki,0
EDXIS CHROMEBOOK11 (S20-C) - Hàng nhập khẩu,14087040,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Microsoft Surface Pro X (13/ SQ1TM/ 8GB/ 128GB SSD/ WiFi + 4G LTE/ Black) - Hàng Nhập Khẩu,23500000,0,Microsoft SQ1,8GB,,,LPDDR4x RAM,,,,,128GB,,,,Microsoft SQ1 Adreno 685,"2 USB C,1 khe nano SIM, 1 cổng sạc Surface Connect, 1 cổng gắn bàn phím Cover",Wifi 5,Bluetooth 5.0," Camera trước 5.0 MP 1080p HD, hỗ trợ tính năng nhận diện khuôn mặt Windows Hello Camera sau 10.0 MP, tự động lấy nét ",,287 mm x 208 mm x 7.3 mm,0.774,,,Tiki,0
Laptop Acer Gaming Nitro 5 AN515-45-R0B6 (NH.QBCSV.001) (Ryzen 7 5800H /8GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)(Hàng Chính Hãng),32099000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop HP ProBook 450 G8 2Z6L0PA i5-1135G7 | RAM 8GB | 256GB SSD | NVIDIA Geforce MX450 2GB | 15.6 inch FHD | FreeDOS - Hàng Chính Hãng,21390000,0,,,,,,,,,,,,,,,,,,,FreeDOS,,1.74,,,Tiki,0
Microsoft Surface Pro 2018 - Core i5-8250U/8G/256GB - Hàng Chính Hãng,27445000,0,Intel Core 8th Gen i5,8GB,,,,,,,12.3,256GB,"267 ppi Touch, IPS",QHD+ (2736 x 1824),Loa Stereo (Dolby Audio Premium),Intel UHD Graphics 620,"USB 3.0, 3.5 mm headphone jack, Mini DisplayPort, Surface Connect port, Surface Type Cover port, tương thích với Surface Dial", IEEE 802.11 a/b/g/n/ac compatible,4.1,"Camera sau: 8.0MP autofocus, quay video 1080p HD, Camera trước: 5.0 MP camera trước, Quay video 1080p HD, Công nghệ Windows Hello nhận diện khuôn mặt",Windows 10 Home,29.21 x 20.142 x 0.85 mm,0.775,Lithium-Polymer,MicroSDXC,Tiki,0
Laptop ASUS ZenBook UX425EA-KI429T (Core i5-1135G7/ 8GB LPDDR4X 3200MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,23449000,0,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4X 3200MHz (Onboard),,,,,,,14,512GB SSD M.2 PCIE G3X2,"14"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 400nits",Full HD (1920 x 1080),Harman Kardon,Intel Iris Xe Graphics,2x Thunderbolt 4 USB-C (up to 40Gbps); 1x USB 3.2 Gen 1 Type-A (up to 5Gbps); 1x Standard HDMI 2.0a,Intel WiFi 6 with Gig+ performance (802.11ax),v5.0,3D IR HD camera with Windows Hello support,Windows 10 Home,31.9 x 20.8 x 1.39 (cm),1.17,4 Cell 67WHr Lithium-Polymer,MicroSD Card Reader,Tiki,0
Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Nhập Khẩu,25490000,0,,8GB,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Màn Hình Android Oled C2 (New) Theo Xe HUYNDAI I10 2014-2020,5500000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Microsoft Surface Laptop 2 - Core i5-8250U/RAM 8GB/ SSD 256GB - Hàng Chính Hãng,31900000,0,,,,,,,,,,256GB,,,Stereo microphones Omnisonic Speakers with Dolby Audio Premium,,,,,,,,,,,Tiki,0
Vivobook ASUS  R564JA-UH31T Core i3-1005G1 / RAM 4GB / SSD 128GB / 15.6 Full HD Touchscreen / Win 10- Hàng nhập khẩu,13850000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
"Máy tính xách tay Lenovo ThinkPad X280,i5  Hàng chính hãng",20500000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Túi chống sốc  (USA) 360° Protective Macbook - Surface 13.3inch Dazzling Blue - A13,780000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Pin Máy Tính dành cho Dell Precision 3510 (Type G9G1H 4F5YV 84WH) - Pin Dell Latitude 5570,1517500,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop Gigabyte AERO 15 OLED XD-73S1624GH (Core i7-11800H/ 16GB (8x2) DDR4 3200MHz/ 1TB SSD M.2 PCIE G3X4/ RTX 3070 8GB GDDR6/ 15.6 UHD Samsung AMOLED/ Win10) - Hàng Chính Hãng,59990000,0,"	Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB","	16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",,,,,,,15.6,1TB SSD M.2 PCIE G3X4 (2 Slots),"Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)",,"	DTS:X Ultra","	NVIDIA GeForce RTX 3070 8GB GDDR6 Boost Clock 1290 MHz, Maximum Graphics Power 105 W","1x Thunderbolt 4 (Type-C) (Optional), 3x USB 3.2 Gen1 (Type-A), 1x HDMI 2.1, 1x mini DP 1.4, 1x 3.5mm Headphone/Microphone Combo Jack, 1x DC-in Jack, 1x RJ-45","Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",V5.2,HD Camera,Windows 10 Home,356 x 250 x 19.9 (mm),2,"	4 Cell 99 WHrs",,Tiki,0
Laptop Lenovo Yoga Slim 7i Pro 14IHU5O 82NH0011VN (Core i7-11370HG/ 16GB LPDDR4x 4266MHz Onboard/ 1TB M.2 2280 PCIe 3.0x4 NVMe/ MX450 2GB GDDR6/ 14 2.8K IPS 400nits 90Hz OLED/ Win10) - Hàng Chính Hãng,32729000,0,"Intel Core i7-11370H (3.30GHz up to 4.80GHz, 12MB Cache)",16GB LPDDR4x 4266MHz Onboard,,,,,,,14,1TB M.2 2280 PCIe 3.0x4 NVMe SSD,"IPS 400nits Glossy, 90Hz, 100% sRGB, Dolby Vision, glass OLED",,,NVIDIA GeForce MX450 2GB GDDR6," 1 x USB 3.2 Gen 1 (Always On),  2 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4),  1 x headphone / microphone combo jack (3.5mm)",802.11ax 2x2 Wi-Fi,v5.1,720p + IR + ToF ,,,1.3,"4 Cell, 61WHrs",,Tiki,0
Laptop Asus Gaming TUF FX706HC-HX003T (i5 11400H/8GB RAM/512GB SSD/17.3 FHD/RTX 3050 4Gb/Win10/Xám)- Hàng chính hãng,26690000,0,Intel Core i5 Tiger Lake 11400H,8 GB,2.7,4.5,DDR4 2 khe (1 khe 8GB + 1 khe rời),,,,,512GB SSD,"Tấm nền IPS , Chống chói Anti Glare , 250 nits",,DTS Audio,NVIDIA GeForce RTX3050,3 x USB 3.2 ;Thunderbolt 4 USB-C;LAN (RJ45);HDMIJack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Bluetooth 5.2,HD webcam,Win 10 bản quyền,,2.6,"3-cell Li-ion, 48 Wh",,Tiki,0
Laptop LG Gram 2020 17Z90N-V.AH75A5 (Core i7-1065G7/ 8GB/ 512GB NVMe/ 17 WQXGA IPS (2560*1600)/ Win10 Home Plus/ Silver) - Hàng Chính Hãng,34490000,0,Intel Core i7,"8GB (1x SO-DIMM socket, up to 16GB SDRAM)",1.3,3.9,DDR4,,,,17,"512GB PCIe NVMe M.2 SSD (2 slot, còn trống 1 khe SSD)",IPS,WQXGA (2560 x 1600),HD Audio with DTS:X Ultra,Intel Iris Plus Graphics,"3x USB 3.1, HDMI, 1x USB 3.1 Gen2 Type-C, Thunderbolt 3 (Power delivery), Finger Print","	Intel Wi-Fi 6 AX201D2W",v5.0,HD Webcam with Dual Mic,Windows 10 Home,380.6 x 262.6 x 17.4 mm,1.35,80WHr 10.336mAh,,Tiki,0
Laptop LG Gram 2021 17Z90P-G.AH76A5 (Core i7-1165G7/ 16GB LPDDR4X/ 512GB SSD NVMe/ 17 WQXGA IPS/ Win10) - Hàng Chính Hãng,50779000,0,Intel Core i7-1165G7 ,16GB (8GBx2),2.8,4.7,LPDDR4X,,,,17,"512GB PCIe NVMe M.2 SSD (2 slot, còn trống 1 khe M.2)","IPS, DCI-P3 99%",WQXGA (2560 x 1600),HD Audio with DTS:X Ultra,Intel Iris Xe Graphics,"2x USB 3.2 Gen2, 2x USB Type-C Thunderbolt 4, 1x HDMI",Intel Wi-Fi 6 AX201D2W,v5.1,HD Webcam with Dual Mic,Windows 10 Home,380.2 x 260.1 x 17.8 mm,1.35,80WHr 10.336mAh,"UFS, Micro SD",Tiki,0
Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng,38080000,0,Intel Core i7,8GB,1.9,4.2,,,,,12.3,256GB,"267 ppi Touch, IPS",QHD+ (2736 x 1824),Loa Stereo (Dolby Audio Premium),Intel UHD Graphics 620,"USB 3.0, 3.5 mm headphone jack, Mini DisplayPort, Surface Connect port, Surface Type Cover port, tương thích với Surface Dial",802.11 a / b / g / n / ac,V4.1,"Camera sau: 8.0MP autofocus, quay video 1080p HD, Camera trước: 5.0 MP camera trước, Quay video 1080p HD, Công nghệ Windows Hello nhận diện khuôn mặt",Windows 10 Home,29.21 x 20.142 x 0.85 mm,0.775,Lithium-Polymer,MicroSDXC,Tiki,0
"Hyperdrive Gen2 12-In-1 For Macbook, Ipad Pro 2018-2020, PC & Devices (G212)-chính hãng",3220000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
"Laptop MSI GF65 Thin 10UE-228VN (Core i7-10750H/ 16GB (8GBx2) DDR4 3200MHz/ 512GB SSD M.2 PCIE/ RTX 3060 6GB GDDR6 Max-Q/ 15.6 FHD IPS, 144Hz/ Win10) - Hàng Chính Hãng",31990000,0, Intel Core i7 Comet Lake - 10750H,16GB,,5,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),,,,15.6,512GB,"LED, Tấm nền IPS",Full HD (1920 x 1080),Nahimic Audio,Card rời - NVIDIA GeForce RTX 3060 Max-Q," Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), 2 x USB Type-C",Wi-Fi 6 (802.11ax),v5.1,HD webcam,Windows 10 Home SL,359 x 254 x 21.7 mm,1.86,"3-cell Li-ion, 51 Wh",,Tiki,0
Microsoft Surface Pro 7 Model QWW-00001  I7/16Gb/ 256Gb - Kèm bàn phím- Material black-New seal-  Hàng nhập khẩu,38900000,0, Quad-core 10th Gen Intel Core i7-1065G7 Processor,16GB,1.3,3.9,DDR4,,,,,256,12.3” PixelSense 2736 x 1824 (267 PPI) Touch,,2 stereo speaker,VGA:  Intel Iris Plus Graphics," x Surface Connect, 1 x Cover port, microSDXC, 1 x USB 3.0, 1 x USB 3.1 Type-C",802.11ac Wi-Fi, Bluetooth 4.1,"5MP and 1080p HD front- and rear-facing cameras,8.0MP rear-facing autofocus camera with 1080p HD video",Windows 10 Home bản quyền + Microsoft Office 365 30-day trial (bản dùng thử 30 ngày),,0.79,LITIUM,Không,Tiki,0
Laptop Dell Vostro 3500 7G3981 (Core i5-1135G7/ 8GB DDR4 3200MHz/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng,19990000,0,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",2.4,4.2,DDR4,,,,15.6,"256GB SSD M.2 PCIE, 1x slot SATA3 2.5""",Anti-Glare,Full HD (1920 x 1080),Realtek ALC3204,Intel Iris Xe Graphics,"2x USB 3.2 Gen 1 Type-A, 1x USB 2.0 Type-A, 1x HDMI, RJ-45",802.11 AC,v4.2,HD Webcam,,363.96 x 249 x 19.9 mm,1.98,3 Cell 42WHr,SD 3.0 card,Tiki,0
"Laptop Asus FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/15.6""F/144Hz/Win10/(HN005T)/Xám - Hàng chính hãng",29490000,0, Intel Core i7 Tiger Lake - 11370H,8 GB,3.3,4.8,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),,,,," SSD 512 GB NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",Tấm nền IPS  Chống chói Anti Glare  Adaptive-Sync  250 nits  Tần có quét 144 Hz,,"Stereo speakers, DTS X:Ultra Audio",Card rời - NVIDIA GeForce RTX3050Ti,Jack tai nghe 3.5 mm  Thunderbolt 4 USB-C  3 x USB 3.2  HDMI  LAN (RJ45),Có,Có,Không tích hợp,Windows 10 Home SL,,2,4-cell Li-ion,,Tiki,0
Dầu thủy lực: Triad ISO VG 68 xô 20 lít,1289000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop Dell Inspiron 3501 Core i5-1135G7 / RAM 12GB / SSD 256GB / Full HD / Windows 10 / Nhám - Hàng Nhập Khẩu Mỹ,19950000,0,10th Generation Intel CoreTM i5-1035G7,"12GB, DDR4, 3200MHz",,3.7,"DDR4, 3200MHz",3200,,,,256GB M.2 PCIe NVMe Solid State Drive,FHD (1920×1080),,High-definition audio interface,Onboard,"USB 3.2 Gen 1 (x2), USB2.0 (x1), HDMI 1.4- SD Media Card Reader (SD, SDHC, SDXC) – RJ45 – 10/100/1000Mbps- 1 combo headphone / microphone jack",802.11ac 1x1,Bluetooth,720p HD,Windows 10 Home 64 bản quyền,,1.7,"3-Cell, 42 WHr, Integrated battery",One SD-card slot,Tiki,0
MẶT DƯỠNG LẮP MÀN HÌNH ANDROID FORD EVEREST  2007-2015 +JAK CẮM ZIN,349000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop LG Gram 2021 17ZD90P-G.AX71A5 (Core i7-1165G7/ 16GB LPDDR4X/ 256GB SSD NVMe/ 17 WQXGA IPS/ NonOS) - Hàng Chính Hãng,43099000,0,Intel Core i7-1165G7,16GB (8GBx2,2.8,4.7,LPDDR4X,,,,17,"256GB PCIe NVMe M.2 SSD (2 slot, còn trống 1 khe M.2)","IPS, DCI-P3 99%",WQXGA (2560 x 1600),HD Webcam with Dual Mic,Intel Iris Xe Graphics,"2x USB 3.2 Gen2, 2x USB Type-C Thunderbolt 4, 1x HDMI",Intel Wi-Fi 6 AX201D2W,v5.1,HD Webcam with Dual Mic,FreeDos,380.2 x 260.1 x 17.8 mm,1.35,80WHr 10.336mAh,"UFS, Micro SD",Tiki,0
Bàn phím cho Acer Aspire 4210 4520 4710 5220 5310 5720 5235 6920 Trắng Hàng Mới 100%,152000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
"Laptop Gigabyte G5 KC-5S11130SH (Core i5-10500H/ 16GB (8x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 3060 6GB GDDR6/ 15.6 FHD IPS, 144Hz, 3ms/ Win10) - Hàng Chính Hãng",29990000,0,Intel Core i5-10500H ,"16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",2.5,4.5,DDR4,,,,,"512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)","IPS, Anti-Glare with 72% NTSC, 100% sRGB, 144Hz, 3ms, 300nits",Full HD (1920 x 1080),Nahimic 3,"NVIDIA GeForce RTX 3060 6GB GDDR6 Boost Clock 1425 MHz, Maximum Graphics Power 105 W","1x USB 3.2 Gen 2 Type-C Ports Supporting: DisplayPort over USB-C, 1x USB3.2 Gen1 Type-A, 1x USB3.2 Gen2 Type-A, 1x USB2.0 Type-A, 1x HDMI 2.0 (with HDCP), 1x mini DP 1.4, 1x Audio combo jack, 1x Microphone jack, 1x DC-in Jack, 1x RJ-45","Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",V5.0 + LE,HD Camera,Windows 10 Home,361 x 258 x 27.9 (mm),2.2,Windows 10 Home,SD Card Reader,Tiki,0
Decal Dán Laptop Cho Macbook Mac - 232,115000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop Dell Gaming G3 15 i7 10750H/16GB/512GB/6GB GTX1660Ti/120Hz/Win10 (P89F002BWH) - Hàng chính hãng,31490000,0, Intel Core i7 Comet Lake - 10750H,16 GB,2.6,5,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),,,,,SSD 512 GB NVMe PCIeHỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, LED/WVA,, Nahimic 3, Card rời - NVIDIA GeForce GTX 1660Ti,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, Thunderbolt 3, 2 x USB 2.0, Mini DisplayPort",Wi-Fi 6 (802.11ax), Bluetooth 5.0, HD webcam,Windows 10 Home SL,,2.58,"4-cell Li-ion, 68 Wh",,Tiki,0
Máy tính laptop Surface Book 2 15 Inch Core I7 Ram 16Gb 1Tb (New) - Hàng chính hãng,60000000,0,,16GB,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Apple MacBook Pro 2020 M1 - 13 Inchs (Apple M1/ 8GB/ 256GB) - Hàng Chính Hãng,33490000,0,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",8GB unified memory,,,,,,,13.3,256GB SSD,"LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 500 nits brightness; Wide color gamut (P3), True Tone technology",WQXGA (2560 x 1600),"Stereo speakers with high dynamic range, Three microphones, 3.5 mm Headphone jack",The 8-core GPU in M1 chip,"Two Thunderbolt 3 / USB 4 ports; Support for Charging, DisplayPort, ThunderBolt (up to 40Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",802.11ax WI-FI 6 wireless networking; IEEE 802.11a/b/g/n/ac compatible; Bluetooth 5.0 wireless technology,Bluetooth 5.0 wireless technology,720p FaceTime HD camera,MacOS,1.56 cm x 30.41 cm x 21.24 cm,1.4,"58.2-watt-hour lithium-polymer, 61W USB-C Power Adapter",,Tiki,0
Laptop Acer Aspire A315-57G-524Z (NX.HZRSV.009) (i5 1035G1/8GBRAM/512GB SSD/MX330 2G/15.6 inch FHD/ Win 10/Đen)(Hàng Chính Hãng),17990000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Cáp Kết Nối Chuân USB 2.0 Qua Chân Simline Sata Của Ổ Đĩa DVD,115700,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Mặt dưỡng lắp màn hình Android - Toyota Altis 2017-2018 (9 inch) - JACK ZIN,399000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop LG Gram 2020 15ZD90N-V.AX56A5 (Core i5-1035G7/ 8GB/ 512GB NVMe/ 15 FHD IPS/ NonOS/ White) - Hàng Chính Hãng,28990000,0,Intel Core i5,"8GB (1x SO-DIMM socket, up to 16GB SDRAM)",1.2,3.7,DDR4,,,,15,"512GB PCIe NVMe M.2 SSD (2 slot, còn trống 1 khe SSD)","IPS, sRGB 96%, 300nits",Full HD (1920 x 1080),HD Audio with DTS:X Ultra,Intel Iris Plus Graphics,"3x USB 3.1, HDMI, 1x USB 3.1 Gen2 Type-C, Thunderbolt 3 (Power delivery), Finger Print",Intel Wi-Fi 6 AX201D2W,v5.0,HD Webcam with Dual Mic,Non OS,357.6 x 225.3 x 16.8 mm,1.12,80WHr 10.336mAh,"UFS, Micro SD",Tiki,0
"Laptop Dell Gaming G3 3500 G3500Cw (Core i7-10750H/ 2 x 8GB DDR4 2933MHz/ GTX 1650Ti 4GB GDDR6/ 256GB SSD M.2 NVMe + 1TB HDD 5400RPM/ 15.6 FHD WVA, 120Hz/ Win10) - Hàng Chính Hãng",26517600,0," Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )", 2 x 8GB DDR4 2933MHz ( 2 Khe cắm),,,DDR4,,,,15.6,256GB SSD M.2 NVMe / 1TB HDD 5400RPM,,Full HD (1920 x 1080),, NVIDIA GeForce GTX 1650Ti 4GB GDDR6 / Intel UHD Graphics," 1 x USB Type C / DisplayPort , 1 x USB 3.2 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s,  1 x HDMI "," WiFi 802.11ac , Bluetooth",,,Windows 10 Home 64-bit,,2.5, 3 cell Pin liền,,Tiki,0
Surface Pro 7 Core I3 Ram 4Gb Sdd 128Gb Brand New - Hàng chính hãng,18189000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop LG Gram 2021 14Z90P-G.AH75A5 (Core i7-1165G7/ 16GB LPDDR4X/ 256GB SSD NVMe/ 14 WUXGA IPS/ Win10) - Hàng Chính Hãng,45984000,0,"Intel 11th Generation i7(Quad Core) 'i7-1165G7 (2.8 GHz, Turbo up to 4.7 GHz, L3 Cache 12MB, 28W)",16GB LPDDR4X (Dual Channel),,,,,,,14,256GB SSD,IPS,,HD Audio with DTS X Ultra,Intel Iris Xe Graphics,"HP-Out(4Pole Headset, US type), USB 3.2 Gen2x1 (x2), HDMI,  USB 4 Gen3x2 Type C (x2, with Power Delivery, Display Port, Thunderbolt 4)","Intel Wireless-AX201 (802.11ax, 2x2, Dual Band)",v5.1,HD Webcam with Dual Mic,,313.4 x 215.2 x 16.8 mm,0.999,72 Wh Li-Ion,,Tiki,0
"LAPTOP DELL GAMING G5 15 5500 (G5500B) (Intel Core i7-10750H , 16GB DDR4 , 1TB SSD, 15.6'' FHD (WVA) 300Hz, NVIDIA(R) GeForce RTX 2070 8GB GDDR6, Win10 HomePlus SL,1Y, Premium Support ) - Hàng Chính Hãng",38990000,0,"Intel Core i7-10750H (12MB Cache, 2.60 GHz, Turbo Boost 5.0 GHz)",,,,16GB (2x8GB) DDR4 2933MHz,2933,,,,1TB SSD PCIe,15.6'' FHD (WVA) 300Hz - IPS,,,NVIDIA(R) GeForce RTX 2070 8GB GDDR6,,802.11ac,v5.0,,Windows 10 Home SL,"24.5mm x 365.5mm x 254mm
2.34kg",,"4-Cell, 68 Whr",,Tiki,0
Laptop Asus ZenBook UX425EA-KI474T (Core i5-1135G7/ 8GB LPDDR4X 4266 MHz/ 512GB M.2 NVMe PCIe 3.0 SSD/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,23449000,0," Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )", 8GB Onboard LPDDR4X ( 1 Khe cắm),,,,,,,14,512 GB SSD,"	\IPS",,, Intel Iris Xe Graphics,"1 x USB 3.2 , 2 x Thunderbolt 4 , 1 x SD card slot", WiFi 802.11ax (Wifi 6),v5.0,,,,1.1," 4 cell 67 Wh , Pin liền",,Tiki,0
Laptop Dell Inspiron 7490 Core i7-10510U / 8GB / 512GB / Full HD / Win 10 / Silver - Hàng Nhập Khẩu Mỹ,25750000,0,Intel Core i7-10510U 1.8 Ghz up to 4.9 GHz,"8GB, LPDDR3, 2133 MHz, Integrated",4.9,4.9,"8GB, LPDDR3, 2133 MHz, Integrated",2133,,,,512GB,14.0 inch FHD (1920x1080) TrueLife Non-Touch 300nits 100%sRGB Wide Viewing Angle LED-Backlit Display,,Intel High Waves MaxxAudio Pro,Intel UHD Graphics,3.5 mm Headphone/Microphone combination jack; 2 USB 3.1 Gen 1; 1 Thunderbolt 3 (DP/Power Delivery) Type-C; 1 HDMI 2.0,802.11ax 2x2 WiFi,Chuẩn Bluetooth Ver. 4.0,HD Camera (720p),Windows 10 Bản quyền,,1.2,"4-Cell Battery, 52 Whr (Integrated)",,Tiki,0
Laptop Acer Aspire A315-56-59XY NX.HS5SV.003 (Core i5 1035G1/ 4GB RAM/ 256GB SSD/ 15.6  FHD/  Win 10) - Hàng Chính Hãng,12870000,0,Intel Core i5 1035G1,4 GB,1,3.6,DDR4 2400MHz,2400,,,15.6,256GB,Acer ComfyView LED LCD,Full HD (1920 x 1080),,," 1 x 2.5"" SATA , 1 x M.2 NVMe",,,HD,Win 10 Home,36.34 x 24.75 x 1.99 cm,1.7,Pin liền,,Tiki,0
Laptop Acer Gaming Nitro 5 Eagle AN515-57-74RD (NH.QD8SV.001) (i7 11800H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)(Hàng Chính Hãng),27799000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Surface Pro 6 Intel Core I7 Ram 16Gb Ssd 512Gb (New)- Hàng chính hãng,34790000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Apple Macbook Pro Touch Bar 2019 MV962 - 13 Inchs (i5/ 8GB/ 256GB) - Hàng Chính Hãng,44450000,0,Intel Core I5,256GB,,4.1,SSD,,,,13.3,,Màn mình rộng LED Retina,WQXGA (2560 x 1600),Stereo speakers with high dynamic range,Intel Iris Plus Graphics 655,"4 Cổng Thunderbolt 3 (USB-Type C), Cổng âm thanh 3.5mm",WIFI 802.11 ac,Bluetooth 5.0,FaceTime HD camera,Preinstalled macOS Mojave,1.49 x 30.41 x 21.24 cm,1.37,,,Tiki,0
Sạc dành cho Laptop ASUS ZENBOOK UX430UA ASUS ZENBOOK UX430UQ - Hàng Nhập khẩu,314950,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
